Entity,Code,Year,Renewables
Croatia,HRV,1995,0.686
Croatia,HRV,1996,6.069
Croatia,HRV,1997,-5.606
Croatia,HRV,1998,0.478
Croatia,HRV,1999,3.617
Croatia,HRV,2000,-2.431
Croatia,HRV,2001,1.89
Croatia,HRV,2002,-3.775
Croatia,HRV,2003,-1.174
Croatia,HRV,2004,5.793
Croatia,HRV,2005,-1.672
Croatia,HRV,2006,-1.223
Croatia,HRV,2007,-5.171
Croatia,HRV,2008,2.826
Croatia,HRV,2009,4.223
Croatia,HRV,2010,4.599
Croatia,HRV,2011,-10.537
Croatia,HRV,2012,-0.153
Croatia,HRV,2013,10.193
Croatia,HRV,2014,1.542
Croatia,HRV,2015,-6.29
Croatia,HRV,2016,2.035
Croatia,HRV,2017,-3.244
Croatia,HRV,2018,6.521
Croatia,HRV,2019,-3.642
Croatia,HRV,2020,0.431
Cyprus,CYP,1966,0
Cyprus,CYP,1967,0
Cyprus,CYP,1968,0
Cyprus,CYP,1969,0
Cyprus,CYP,1970,0
Cyprus,CYP,1971,0
Cyprus,CYP,1972,0
Cyprus,CYP,1973,0
Cyprus,CYP,1974,0
Cyprus,CYP,1975,0
Cyprus,CYP,1976,0
Cyprus,CYP,1977,0
Cyprus,CYP,1978,0
Cyprus,CYP,1979,0
Cyprus,CYP,1980,0
Cyprus,CYP,1981,0
Cyprus,CYP,1982,0
Cyprus,CYP,1983,0
Cyprus,CYP,1984,0
Cyprus,CYP,1985,0
Cyprus,CYP,1986,0
Cyprus,CYP,1987,0
Cyprus,CYP,1988,0
Cyprus,CYP,1989,0
Cyprus,CYP,1990,0
Cyprus,CYP,1991,0
Cyprus,CYP,1992,0
Cyprus,CYP,1993,0
Cyprus,CYP,1994,0
Cyprus,CYP,1995,0
Cyprus,CYP,1996,0
Cyprus,CYP,1997,0
Cyprus,CYP,1998,0
Cyprus,CYP,1999,0
Cyprus,CYP,2000,0
Cyprus,CYP,2001,0
Cyprus,CYP,2002,0
Cyprus,CYP,2003,0
Cyprus,CYP,2004,0.002
Cyprus,CYP,2005,0
Cyprus,CYP,2006,0.002
Cyprus,CYP,2007,0.005
Cyprus,CYP,2008,0.031
Cyprus,CYP,2009,0.042
Cyprus,CYP,2010,0.108
Cyprus,CYP,2011,0.271
Cyprus,CYP,2012,0.201
Cyprus,CYP,2013,0.175
Cyprus,CYP,2014,-0.028
Cyprus,CYP,2015,0.202
Cyprus,CYP,2016,0.057
Cyprus,CYP,2017,0.02
Cyprus,CYP,2018,0.065
Cyprus,CYP,2019,0.122
Cyprus,CYP,2020,0.266
Czechia,CZE,1966,-0.356
Czechia,CZE,1967,-0.577
Czechia,CZE,1968,-1.191
Czechia,CZE,1969,-0.749
Czechia,CZE,1970,1.424
Czechia,CZE,1971,-1.395
Czechia,CZE,1972,0.156
Czechia,CZE,1973,-0.508
Czechia,CZE,1974,2.05
Czechia,CZE,1975,-0.014
Czechia,CZE,1976,-1.022
Czechia,CZE,1977,1.447
Czechia,CZE,1978,-0.381
Czechia,CZE,1979,1.286
Czechia,CZE,1980,0.294
Czechia,CZE,1981,-0.939
Czechia,CZE,1982,-1.086
Czechia,CZE,1983,-0.042
Czechia,CZE,1984,-0.992
Czechia,CZE,1985,1.036
Czechia,CZE,1986,0.569
Czechia,CZE,1987,1.636
Czechia,CZE,1988,-1.017
Czechia,CZE,1989,-1.267
Czechia,CZE,1990,-1.339
Czechia,CZE,1991,-0.2
Czechia,CZE,1992,0.869
Czechia,CZE,1993,0.522
Czechia,CZE,1994,0.497
Czechia,CZE,1995,1.772
Czechia,CZE,1996,-0.406
Czechia,CZE,1997,-0.189
Czechia,CZE,1998,-0.583
Czechia,CZE,1999,1.058
Czechia,CZE,2000,-0.247
Czechia,CZE,2001,0.768
Czechia,CZE,2002,1.104
Czechia,CZE,2003,-3.078
Czechia,CZE,2004,1.952
Czechia,CZE,2005,1.138
Czechia,CZE,2006,1.186
Czechia,CZE,2007,-0.375
Czechia,CZE,2008,0.855
Czechia,CZE,2009,2.379
Czechia,CZE,2010,3.101
Czechia,CZE,2011,3.709
Czechia,CZE,2012,2.02
Czechia,CZE,2013,2.989
Czechia,CZE,2014,-0.731
Czechia,CZE,2015,0.502
Czechia,CZE,2016,-0.211
Czechia,CZE,2017,0.42
Czechia,CZE,2018,-0.677
Czechia,CZE,2019,1.454
Czechia,CZE,2020,0.258
Denmark,DNK,1966,0.003
Denmark,DNK,1967,-0.003
Denmark,DNK,1968,-0.011
Denmark,DNK,1969,0.003
Denmark,DNK,1970,0.006
Denmark,DNK,1971,0
Denmark,DNK,1972,0
Denmark,DNK,1973,0
Denmark,DNK,1974,0
Denmark,DNK,1975,-0.008
Denmark,DNK,1976,-0.006
Denmark,DNK,1977,0.019
Denmark,DNK,1978,0.011
Denmark,DNK,1979,0.014
Denmark,DNK,1980,0.027
Denmark,DNK,1981,0.004
Denmark,DNK,1982,0.008
Denmark,DNK,1983,0.124
Denmark,DNK,1984,0.008
Denmark,DNK,1985,0.058
Denmark,DNK,1986,0.245
Denmark,DNK,1987,0.164
Denmark,DNK,1988,0.39
Denmark,DNK,1989,0.48
Denmark,DNK,1990,0.753
Denmark,DNK,1991,0.756
Denmark,DNK,1992,0.954
Denmark,DNK,1993,0.904
Denmark,DNK,1994,-0.13
Denmark,DNK,1995,0.31
Denmark,DNK,1996,0.623
Denmark,DNK,1997,2.363
Denmark,DNK,1998,2.768
Denmark,DNK,1999,1.26
Denmark,DNK,2000,3.314
Denmark,DNK,2001,0.656
Denmark,DNK,2002,2.481
Denmark,DNK,2003,3.389
Denmark,DNK,2004,3.772
Denmark,DNK,2005,0.619
Denmark,DNK,2006,-1.795
Denmark,DNK,2007,2.777
Denmark,DNK,2008,-0.725
Denmark,DNK,2009,-0.252
Denmark,DNK,2010,6.009
Denmark,DNK,2011,4.34
Denmark,DNK,2012,1.467
Denmark,DNK,2013,2.664
Denmark,DNK,2014,4.904
Denmark,DNK,2015,2.169
Denmark,DNK,2016,-1.535
Denmark,DNK,2017,8.341
Denmark,DNK,2018,-2.79
Denmark,DNK,2019,5.711
Denmark,DNK,2020,-1.359
Eastern Africa,,1966,3.111
Eastern Africa,,1967,-0.436
Eastern Africa,,1968,0.52
Eastern Africa,,1969,1.984
Eastern Africa,,1970,9.522
Eastern Africa,,1971,-6.419
Eastern Africa,,1972,5.526
Eastern Africa,,1973,1.008
Eastern Africa,,1974,8.395
Eastern Africa,,1975,2.55
Eastern Africa,,1976,4.356
Eastern Africa,,1977,6.534
Eastern Africa,,1978,-2.355
Eastern Africa,,1979,4.284
Eastern Africa,,1980,-4.696
Eastern Africa,,1981,2.25
Eastern Africa,,1982,1.983
Eastern Africa,,1983,-0.558
Eastern Africa,,1984,-1.36
Eastern Africa,,1985,2.332
Eastern Africa,,1986,-1.268
Eastern Africa,,1987,-6.723
Eastern Africa,,1988,5.999
Eastern Africa,,1989,-1.67
Eastern Africa,,1990,9.607
Eastern Africa,,1991,1.111
Eastern Africa,,1992,-5.879
Eastern Africa,,1993,2.468
Eastern Africa,,1994,0.077
Eastern Africa,,1995,0.927
Eastern Africa,,1996,0.105
Eastern Africa,,1997,3.043
Eastern Africa,,1998,17.462
Eastern Africa,,1999,4.129
Eastern Africa,,2000,5.155
Eastern Africa,,2001,11.008
Eastern Africa,,2002,7.393
Eastern Africa,,2003,1.455
Eastern Africa,,2004,1.626
Eastern Africa,,2005,2.749
Eastern Africa,,2006,5.812
Eastern Africa,,2007,9.212
Eastern Africa,,2008,-2.041
Eastern Africa,,2009,6.073
Eastern Africa,,2010,15.569
Eastern Africa,,2011,3.548
Eastern Africa,,2012,6.259
Eastern Africa,,2013,9.791
Eastern Africa,,2014,13.259
Eastern Africa,,2015,2.34
Eastern Africa,,2016,-9.197
Eastern Africa,,2017,5.989
Eastern Africa,,2018,12.422
Eastern Africa,,2019,2.365
Eastern Africa,,2020,8.241
Ecuador,ECU,1966,0.1
Ecuador,ECU,1967,0.081
Ecuador,ECU,1968,0.039
Ecuador,ECU,1969,0.1
Ecuador,ECU,1970,0.114
Ecuador,ECU,1971,0.097
Ecuador,ECU,1972,0.014
Ecuador,ECU,1973,-0.028
Ecuador,ECU,1974,0.181
Ecuador,ECU,1975,0.356
Ecuador,ECU,1976,-0.064
Ecuador,ECU,1977,-0.131
Ecuador,ECU,1978,0.647
Ecuador,ECU,1979,-0.228
Ecuador,ECU,1980,0.453
Ecuador,ECU,1981,-0.258
Ecuador,ECU,1982,0.322
Ecuador,ECU,1983,2.294
Ecuador,ECU,1984,4.2
Ecuador,ECU,1985,0.128
Ecuador,ECU,1986,2.036
Ecuador,ECU,1987,1.55
Ecuador,ECU,1988,0.711
Ecuador,ECU,1989,0.356
Ecuador,ECU,1990,0.091
Ecuador,ECU,1991,0.248
Ecuador,ECU,1992,-0.284
Ecuador,ECU,1993,2.324
Ecuador,ECU,1994,2.098
Ecuador,ECU,1995,-3.902
Ecuador,ECU,1996,3.286
Ecuador,ECU,1997,0.53
Ecuador,ECU,1998,-0.078
Ecuador,ECU,1999,1.863
Ecuador,ECU,2000,1.207
Ecuador,ECU,2001,-1.629
Ecuador,ECU,2002,1.118
Ecuador,ECU,2003,-1.069
Ecuador,ECU,2004,0.51
Ecuador,ECU,2005,-1.282
Ecuador,ECU,2006,0.656
Ecuador,ECU,2007,5.144
Ecuador,ECU,2008,5.779
Ecuador,ECU,2009,-5.59
Ecuador,ECU,2010,-1.638
Ecuador,ECU,2011,6.439
Ecuador,ECU,2012,2.711
Ecuador,ECU,2013,-3.118
Ecuador,ECU,2014,1.247
Ecuador,ECU,2015,4.082
Ecuador,ECU,2016,6.856
Ecuador,ECU,2017,10.217
Ecuador,ECU,2018,1.175
Ecuador,ECU,2019,10.074
Ecuador,ECU,2020,0.099
Egypt,EGY,1966,0.258
Egypt,EGY,1967,0.393
Egypt,EGY,1968,2.873
Egypt,EGY,1969,2.75
Egypt,EGY,1970,1.94
Egypt,EGY,1971,0.994
Egypt,EGY,1972,0.319
Egypt,EGY,1973,-0.025
Egypt,EGY,1974,2.676
Egypt,EGY,1975,1.878
Egypt,EGY,1976,3.364
Egypt,EGY,1977,2.873
Egypt,EGY,1978,2.48
Egypt,EGY,1979,-0.896
Egypt,EGY,1980,0.54
Egypt,EGY,1981,1.142
Egypt,EGY,1982,0.773
Egypt,EGY,1983,-1.878
Egypt,EGY,1984,-0.516
Egypt,EGY,1985,-1.339
Egypt,EGY,1986,-0.489
Egypt,EGY,1987,-0.007
Egypt,EGY,1988,-0.39
Egypt,EGY,1989,1.828
Egypt,EGY,1990,1.294
Egypt,EGY,1991,-0.103
Egypt,EGY,1992,-0.322
Egypt,EGY,1993,0.813
Egypt,EGY,1994,1.765
Egypt,EGY,1995,1.289
Egypt,EGY,1996,0.811
Egypt,EGY,1997,0.797
Egypt,EGY,1998,0.926
Egypt,EGY,1999,3.744
Egypt,EGY,2000,2.239
Egypt,EGY,2001,0.666
Egypt,EGY,2002,-1.317
Egypt,EGY,2003,-2.925
Egypt,EGY,2004,0.07
Egypt,EGY,2005,-0.717
Egypt,EGY,2006,0.407
Egypt,EGY,2007,3.736
Egypt,EGY,2008,2.78
Egypt,EGY,2009,-3.45
Egypt,EGY,2010,-1.341
Egypt,EGY,2011,0.654
Egypt,EGY,2012,0.125
Egypt,EGY,2013,-0.306
Egypt,EGY,2014,-0.441
Egypt,EGY,2015,1.966
Egypt,EGY,2016,0.289
Egypt,EGY,2017,-1.053
Egypt,EGY,2018,1.893
Egypt,EGY,2019,8.095
Egypt,EGY,2020,7.571
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0.017
Estonia,EST,1996,-0.003
Estonia,EST,1997,0.008
Estonia,EST,1998,0.011
Estonia,EST,1999,0.011
Estonia,EST,2000,0.006
Estonia,EST,2001,0
Estonia,EST,2002,0.045
Estonia,EST,2003,0.029
Estonia,EST,2004,0.041
Estonia,EST,2005,0.129
Estonia,EST,2006,0.05
Estonia,EST,2007,0.053
Estonia,EST,2008,0.13
Estonia,EST,2009,0.894
Estonia,EST,2010,1.308
Estonia,EST,2011,0.333
Estonia,EST,2012,0.744
Estonia,EST,2013,-0.673
Estonia,EST,2014,0.364
Estonia,EST,2015,0.367
Estonia,EST,2016,-0.031
Estonia,EST,2017,2.287
Estonia,EST,2018,-1.337
Estonia,EST,2019,0.464
Estonia,EST,2020,0.507
Europe,,1966,65.185
Europe,,1967,0.78
Europe,,1968,34.117
Europe,,1969,-13.43
Europe,,1970,46.66
Europe,,1971,9.996
Europe,,1972,39.335
Europe,,1973,16.724
Europe,,1974,84.326
Europe,,1975,24.162
Europe,,1976,-85.31
Europe,,1977,221.755
Europe,,1978,-0.689
Europe,,1979,66.708
Europe,,1980,-37.224
Europe,,1981,15.781
Europe,,1982,-13.987
Europe,,1983,39.245
Europe,,1984,15.141
Europe,,1985,50.753
Europe,,1986,-41.022
Europe,,1987,120.348
Europe,,1988,108.072
Europe,,1989,-204.473
Europe,,1990,39.891
Europe,,1991,31.771
Europe,,1992,50.963
Europe,,1993,66.255
Europe,,1994,24.777
Europe,,1995,31.618
Europe,,1996,-42.33
Europe,,1997,76.451
Europe,,1998,95.715
Europe,,1999,26.494
Europe,,2000,91.655
Europe,,2001,-6.856
Europe,,2002,-99.165
Europe,,2003,-59.29
Europe,,2004,173.991
Europe,,2005,67.709
Europe,,2006,44.866
Europe,,2007,105.332
Europe,,2008,171.761
Europe,,2009,79.756
Europe,,2010,279.13
Europe,,2011,-43.069
Europe,,2012,324.545
Europe,,2013,212.364
Europe,,2014,49.758
Europe,,2015,160.055
Europe,,2016,54.027
Europe,,2017,25.958
Europe,,2018,251.287
Europe,,2019,146.852
Europe,,2020,256.954
European Union (27),,1966,54.772
European Union (27),,1967,-22.012
European Union (27),,1968,13.584
European Union (27),,1969,-10.272
European Union (27),,1970,38.784
European Union (27),,1971,-3.826
European Union (27),,1972,31.88
European Union (27),,1973,-2.189
European Union (27),,1974,55.201
European Union (27),,1975,6.504
European Union (27),,1976,-93.666
European Union (27),,1977,213.232
European Union (27),,1978,-21.196
European Union (27),,1979,40.594
European Union (27),,1980,-41.971
European Union (27),,1981,-11.632
European Union (27),,1982,-15.902
European Union (27),,1983,16.909
European Union (27),,1984,12.693
European Union (27),,1985,18.871
European Union (27),,1986,-41.466
European Union (27),,1987,78.044
European Union (27),,1988,51.502
European Union (27),,1989,-170.11
European Union (27),,1990,46.79
European Union (27),,1991,39.798
European Union (27),,1992,37.972
European Union (27),,1993,29.068
European Union (27),,1994,30.72
European Union (27),,1995,6.283
European Union (27),,1996,-0.832
European Union (27),,1997,46.152
European Union (27),,1998,50.46
European Union (27),,1999,5.186
European Union (27),,2000,70.285
European Union (27),,2001,64.948
European Union (27),,2002,-127.935
European Union (27),,2003,6.807
European Union (27),,2004,114.033
European Union (27),,2005,11.55
European Union (27),,2006,76.18
European Union (27),,2007,89.113
European Union (27),,2008,133.214
European Union (27),,2009,86.379
European Union (27),,2010,225.026
European Union (27),,2011,-24.921
European Union (27),,2012,222.069
European Union (27),,2013,170.4
European Union (27),,2014,72.862
European Union (27),,2015,40.088
European Union (27),,2016,24.613
European Union (27),,2017,9.518
European Union (27),,2018,169.137
European Union (27),,2019,74.579
European Union (27),,2020,184.891
Finland,FIN,1966,2.854
Finland,FIN,1967,3.468
Finland,FIN,1968,-3.168
Finland,FIN,1969,-4.843
Finland,FIN,1970,2.163
Finland,FIN,1971,3.213
Finland,FIN,1972,-0.836
Finland,FIN,1973,0.556
Finland,FIN,1974,5.898
Finland,FIN,1975,-1.372
Finland,FIN,1976,-7.576
Finland,FIN,1977,7.5
Finland,FIN,1978,-6.619
Finland,FIN,1979,2.977
Finland,FIN,1980,-1.815
Finland,FIN,1981,9.548
Finland,FIN,1982,-1.571
Finland,FIN,1983,1.366
Finland,FIN,1984,-0.926
Finland,FIN,1985,-2.536
Finland,FIN,1986,0.154
Finland,FIN,1987,3.906
Finland,FIN,1988,-1.204
Finland,FIN,1989,-0.923
Finland,FIN,1990,8.297
Finland,FIN,1991,6.058
Finland,FIN,1992,5.175
Finland,FIN,1993,-1.734
Finland,FIN,1994,-3.289
Finland,FIN,1995,3.566
Finland,FIN,1996,-5.038
Finland,FIN,1997,5.833
Finland,FIN,1998,12.39
Finland,FIN,1999,-8.879
Finland,FIN,2000,6.052
Finland,FIN,2001,-5.478
Finland,FIN,2002,-5.049
Finland,FIN,2003,-2.465
Finland,FIN,2004,17.47
Finland,FIN,2005,-6.662
Finland,FIN,2006,-2.721
Finland,FIN,2007,4.713
Finland,FIN,2008,9.639
Finland,FIN,2009,-15.634
Finland,FIN,2010,5.973
Finland,FIN,2011,0.115
Finland,FIN,2012,10.85
Finland,FIN,2013,-7.666
Finland,FIN,2014,4
Finland,FIN,2015,10.313
Finland,FIN,2016,-3.908
Finland,FIN,2017,4.629
Finland,FIN,2018,0.836
Finland,FIN,2019,-0.389
Finland,FIN,2020,8.552
France,FRA,1966,15.882
France,FRA,1967,-18.377
France,FRA,1968,14.905
France,FRA,1969,7.39
France,FRA,1970,11.23
France,FRA,1971,-21.676
France,FRA,1972,0.273
France,FRA,1973,-3.056
France,FRA,1974,23.781
France,FRA,1975,10.324
France,FRA,1976,-32.295
France,FRA,1977,77.222
France,FRA,1978,-21.998
France,FRA,1979,-5.209
France,FRA,1980,8.596
France,FRA,1981,7.471
France,FRA,1982,-4.403
France,FRA,1983,-3.057
France,FRA,1984,-10.248
France,FRA,1985,-8.908
France,FRA,1986,1.578
France,FRA,1987,22.679
France,FRA,1988,16.812
France,FRA,1989,-83.908
France,FRA,1990,19.71
France,FRA,1991,10.903
France,FRA,1992,31.704
France,FRA,1993,-11.43
France,FRA,1994,39.855
France,FRA,1995,-14.641
France,FRA,1996,-18.515
France,FRA,1997,-4.819
France,FRA,1998,-5.159
France,FRA,1999,29.68
France,FRA,2000,-16.086
France,FRA,2001,21.806
France,FRA,2002,-38.312
France,FRA,2003,-4.577
France,FRA,2004,1.624
France,FRA,2005,-18.886
France,FRA,2006,16.51
France,FRA,2007,16.534
France,FRA,2008,29.819
France,FRA,2009,-10.315
France,FRA,2010,20.583
France,FRA,2011,-37.326
France,FRA,2012,52.682
France,FRA,2013,38.129
France,FRA,2014,-12.223
France,FRA,2015,-6.96
France,FRA,2016,16.469
France,FRA,2017,-16.427
France,FRA,2018,49.124
France,FRA,2019,-0.362
France,FRA,2020,26.244
Germany,DEU,1966,3.672
Germany,DEU,1967,-2.449
Germany,DEU,1968,0.685
Germany,DEU,1969,-8.849
Germany,DEU,1970,13.167
Germany,DEU,1971,-11.104
Germany,DEU,1972,-0.643
Germany,DEU,1973,5.716
Germany,DEU,1974,6.755
Germany,DEU,1975,-1.474
Germany,DEU,1976,-8.498
Germany,DEU,1977,10.29
Germany,DEU,1978,2.364
Germany,DEU,1979,0.409
Germany,DEU,1980,3.357
Germany,DEU,1981,1.899
Germany,DEU,1982,-0.506
Germany,DEU,1983,-3.568
Germany,DEU,1984,-0.361
Germany,DEU,1985,-2.993
Germany,DEU,1986,3.122
Germany,DEU,1987,4.506
Germany,DEU,1988,-0.182
Germany,DEU,1989,-4.74
Germany,DEU,1990,-3.269
Germany,DEU,1991,-3.944
Germany,DEU,1992,8.524
Germany,DEU,1993,2.017
Germany,DEU,1994,5.203
Germany,DEU,1995,5.869
Germany,DEU,1996,-5.664
Germany,DEU,1997,3.828
Germany,DEU,1998,7.25
Germany,DEU,1999,8.774
Germany,DEU,2000,27.183
Germany,DEU,2001,-0.04
Germany,DEU,2002,19.506
Germany,DEU,2003,1.457
Germany,DEU,2004,31.802
Germany,DEU,2005,23.966
Germany,DEU,2006,35.218
Germany,DEU,2007,47.461
Germany,DEU,2008,7.116
Germany,DEU,2009,3.315
Germany,DEU,2010,24.608
Germany,DEU,2011,48.502
Germany,DEU,2012,50.012
Germany,DEU,2013,17.033
Germany,DEU,2014,25.109
Germany,DEU,2015,61.919
Germany,DEU,2016,-0.532
Germany,DEU,2017,64.37
Germany,DEU,2018,19.203
Germany,DEU,2019,42.218
Germany,DEU,2020,24.924
Greece,GRC,1966,2.581
Greece,GRC,1967,-0.194
Greece,GRC,1968,-0.811
Greece,GRC,1969,1.908
Greece,GRC,1970,1.614
Greece,GRC,1971,0.044
Greece,GRC,1972,0.069
Greece,GRC,1973,-1.261
Greece,GRC,1974,0.344
Greece,GRC,1975,-0.922
Greece,GRC,1976,-0.378
Greece,GRC,1977,0.119
Greece,GRC,1978,2.961
Greece,GRC,1979,1.606
Greece,GRC,1980,-0.447
Greece,GRC,1981,0.006
Greece,GRC,1982,0.428
Greece,GRC,1983,-3.392
Greece,GRC,1984,1.45
Greece,GRC,1985,-0.158
Greece,GRC,1986,1.194
Greece,GRC,1987,-1.261
Greece,GRC,1988,-1.15
Greece,GRC,1989,-1.294
Greece,GRC,1990,-0.361
Greece,GRC,1991,3.694
Greece,GRC,1992,-2.469
Greece,GRC,1993,0.328
Greece,GRC,1994,0.853
Greece,GRC,1995,2.575
Greece,GRC,1996,2.278
Greece,GRC,1997,-1.292
Greece,GRC,1998,-0.358
Greece,GRC,1999,2.681
Greece,GRC,2000,-1.697
Greece,GRC,2001,-3.42
Greece,GRC,2002,1.716
Greece,GRC,2003,6.244
Greece,GRC,2004,-0.035
Greece,GRC,2005,1.214
Greece,GRC,2006,3.294
Greece,GRC,2007,-8.323
Greece,GRC,2008,2.976
Greece,GRC,2009,6.294
Greece,GRC,2010,5.962
Greece,GRC,2011,-6.332
Greece,GRC,2012,5.044
Greece,GRC,2013,10.59
Greece,GRC,2014,-5.748
Greece,GRC,2015,6.578
Greece,GRC,2016,-0.114
Greece,GRC,2017,-2.95
Greece,GRC,2018,5.632
Greece,GRC,2019,-0.331
Greece,GRC,2020,4.58
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0.002
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0.001
Hong Kong,HKG,2010,0.102
Hong Kong,HKG,2011,0.01
Hong Kong,HKG,2012,-0.005
Hong Kong,HKG,2013,-0.013
Hong Kong,HKG,2014,0.017
Hong Kong,HKG,2015,0.034
Hong Kong,HKG,2016,0.018
Hong Kong,HKG,2017,0
Hong Kong,HKG,2018,0.004
Hong Kong,HKG,2019,0.016
Hong Kong,HKG,2020,0.113
Hungary,HUN,1966,0.069
Hungary,HUN,1967,-0.05
Hungary,HUN,1968,0.019
Hungary,HUN,1969,0.017
Hungary,HUN,1970,-0.019
Hungary,HUN,1971,0.022
Hungary,HUN,1972,0.039
Hungary,HUN,1973,-0.025
Hungary,HUN,1974,-0.056
Hungary,HUN,1975,0.228
Hungary,HUN,1976,0.006
Hungary,HUN,1977,-0.044
Hungary,HUN,1978,-0.031
Hungary,HUN,1979,0.022
Hungary,HUN,1980,-0.094
Hungary,HUN,1981,0.156
Hungary,HUN,1982,-0.025
Hungary,HUN,1983,-0.011
Hungary,HUN,1984,0.072
Hungary,HUN,1985,-0.072
Hungary,HUN,1986,-0.003
Hungary,HUN,1987,0.042
Hungary,HUN,1988,0
Hungary,HUN,1989,-0.031
Hungary,HUN,1990,0.103
Hungary,HUN,1991,0.064
Hungary,HUN,1992,-0.039
Hungary,HUN,1993,0.003
Hungary,HUN,1994,0.003
Hungary,HUN,1995,0.036
Hungary,HUN,1996,0.106
Hungary,HUN,1997,0.033
Hungary,HUN,1998,-0.15
Hungary,HUN,1999,0.086
Hungary,HUN,2000,-0.008
Hungary,HUN,2001,0.034
Hungary,HUN,2002,-0.059
Hungary,HUN,2003,0.266
Hungary,HUN,2004,1.618
Hungary,HUN,2005,2.496
Hungary,HUN,2006,-1.039
Hungary,HUN,2007,1.011
Hungary,HUN,2008,1.22
Hungary,HUN,2009,1.373
Hungary,HUN,2010,0.261
Hungary,HUN,2011,-0.838
Hungary,HUN,2012,-0.199
Hungary,HUN,2013,0.319
Hungary,HUN,2014,0.88
Hungary,HUN,2015,0.151
Hungary,HUN,2016,0.025
Hungary,HUN,2017,0.512
Hungary,HUN,2018,0.657
Hungary,HUN,2019,2.244
Hungary,HUN,2020,1.655
Iceland,ISL,1966,-0.047
Iceland,ISL,1967,0.113
Iceland,ISL,1968,0.062
Iceland,ISL,1969,0.486
Iceland,ISL,1970,1.564
Iceland,ISL,1971,0.352
Iceland,ISL,1972,0.48
Iceland,ISL,1973,1.336
Iceland,ISL,1974,0.163
Iceland,ISL,1975,-0.111
Iceland,ISL,1976,0.402
Iceland,ISL,1977,0.465
Iceland,ISL,1978,0.243
Iceland,ISL,1979,0.671
Iceland,ISL,1980,0.648
Iceland,ISL,1981,0.305
Iceland,ISL,1982,0.996
Iceland,ISL,1983,0.538
Iceland,ISL,1984,0.421
Iceland,ISL,1985,-0.214
Iceland,ISL,1986,0.611
Iceland,ISL,1987,0.261
Iceland,ISL,1988,0.726
Iceland,ISL,1989,0.17
Iceland,ISL,1990,-0.095
Iceland,ISL,1991,-0.044
Iceland,ISL,1992,0.315
Iceland,ISL,1993,0.503
Iceland,ISL,1994,0.146
Iceland,ISL,1995,0.549
Iceland,ISL,1996,0.389
Iceland,ISL,1997,1.303
Iceland,ISL,1998,1.927
Iceland,ISL,1999,2.526
Iceland,ISL,2000,1.377
Iceland,ISL,2001,0.828
Iceland,ISL,2002,0.893
Iceland,ISL,2003,0.086
Iceland,ISL,2004,0.197
Iceland,ISL,2005,0.014
Iceland,ISL,2006,3.187
Iceland,ISL,2007,5.287
Iceland,ISL,2008,11.658
Iceland,ISL,2009,0.695
Iceland,ISL,2010,0.316
Iceland,ISL,2011,0.12
Iceland,ISL,2012,0.6
Iceland,ISL,2013,1.18
Iceland,ISL,2014,-0.261
Iceland,ISL,2015,1.433
Iceland,ISL,2016,-0.906
Iceland,ISL,2017,1.452
Iceland,ISL,2018,1.186
Iceland,ISL,2019,-1.026
Iceland,ISL,2020,-1.05
India,IND,1966,2.357
India,IND,1967,6.617
India,IND,1968,9.588
India,IND,1969,7.918
India,IND,1970,4.825
India,IND,1971,8.188
India,IND,1972,-2.725
India,IND,1973,5.843
India,IND,1974,-3.621
India,IND,1975,17.96
India,IND,1976,5.082
India,IND,1977,10.496
India,IND,1978,30.273
India,IND,1979,-5.573
India,IND,1980,3.536
India,IND,1981,10.116
India,IND,1982,-25.62
India,IND,1983,-5.045
India,IND,1984,15.664
